feedback_id,produto_id,cliente_id,nota_satisfacao,comentarios,data_feedback
1227,24,103,1,Various hospital buy fall us goal garden individual big right build.,2023-03-03
1228,24,280,5,Else it condition all music go real out.,2022-11-03
1229,35,201,2,Term daughter modern high edge address south beyond interest matter.,2024-04-10
1230,24,127,3,Physical stock artist pretty though continue garden charge picture meet these.,2023-06-22
1231,28,247,3,Light sit hair stock throw adult.,2024-08-27
1232,13,299,2,Save paper community just rule son very yet safe personal Congress.,2023-07-05
1233,1,59,4,Center far traditional idea authority success analysis.,2023-12-08
1234,35,280,4,Often response research type president even relate respond nature civil social sense.,2024-06-03
1235,31,89,3,Statement visit there begin car either significant.,2023-12-13
1236,21,62,4,Material just simply away realize white.,2023-02-06
1237,48,239,5,Sign election away yet interview want take agreement level strong truth challenge charge.,2024-03-10
1238,32,53,1,Much well common adult general store travel.,2023-05-02
1239,30,251,4,Carry oil return dog air late.,2023-11-26
1240,28,135,5,Week rule rock allow charge try claim appear analysis prevent expect mention.,2022-10-27
1241,49,293,2,Around sense chance cup magazine one century among trade start model.,2023-06-30
1242,20,89,3,Evidence important seek state rich believe police run some service despite health big.,2023-07-02
1243,13,115,3,Stand summer generation party institution focus parent feeling network population move view.,2023-07-22
1244,6,268,3,Scientist whatever example actually trade than determine.,2024-07-10
1245,46,154,4,Successful commercial adult safe human activity do could head door item first.,2024-02-24
1246,31,176,2,Me everybody prepare no once our concern under behavior church information in indicate.,2023-07-31
1247,18,50,5,This bring street north even tax career.,2024-01-29
1248,46,106,1,Rule address deal begin argue discuss debate.,2023-10-09
1249,17,2,3,Around bed modern total money involve writer clear director base section on.,2023-04-02
1250,7,158,4,Entire argue blue wife PM assume.,2023-04-01
1251,20,100,1,Tree especially feeling everyone activity determine hundred.,2023-04-12
1252,2,46,2,Movie audience especially example score happen author million say two board alone.,2024-02-23
1253,20,203,5,Wrong including during chance read sign special attorney church thing wrong drop soon eye.,2023-05-09
1254,33,290,2,Between pick sell choice attack material in better peace bag understand open common.,2023-06-04
1255,42,140,5,Also real society inside travel camera give north between cost.,2024-02-03
1256,14,53,4,So behind mission also smile behavior now.,2022-11-23
1257,4,97,5,Order action reduce his join couple subject start series mean growth number call.,2024-05-14
1258,45,165,2,Blood office instead mean important leg bad word picture true star challenge attack.,2023-05-18
1259,17,87,4,Upon far financial future inside offer decision identify important detail well reduce have agree.,2023-02-14
1260,42,155,5,Military administration painting down green surface interesting will the my almost spring.,2023-04-27
1261,7,246,2,Response perform concern where their understand police of seem set.,2023-09-22
1262,47,143,4,Across free go class keep happen win stand special close.,2024-06-05
1263,39,44,4,Artist lose political least show establish.,2023-01-08
1264,46,262,1,Attack month natural author let follow avoid itself long nation late weight particular.,2023-09-07
1265,32,44,5,New avoid long east believe early point whose character a thank himself guy.,2023-07-17
1266,37,53,3,Movement style could form wide matter where service recently at.,2023-10-11
1267,3,5,2,Window television data partner begin appear not loss wife table.,2024-10-06
1268,34,192,2,Build hospital treat soon stop enough me rock west learn range.,2024-06-23
1269,3,83,5,Keep source open sell technology trouble page somebody fall financial physical.,2024-05-29
1270,5,14,4,Model they arrive much final form deal evidence dog capital nice though.,2023-02-11
1271,7,44,5,Once operation leader about if else.,2022-10-28
1272,11,284,4,Seven political spend talk something standard.,2023-12-16
1273,25,219,3,Finish land relationship head mind every over.,2023-06-22
1274,22,300,3,Use message television society book but.,2022-10-25
1275,47,196,1,Together million computer and push reflect prepare group star.,2023-01-01
1276,32,121,4,Fight between when rate model sea many.,2022-10-23
1277,36,75,3,Stuff behavior but general coach next foreign.,2023-03-13
1278,22,299,2,Book politics civil test play range tell example whether.,2024-01-07
1279,16,9,3,Him deep whom sign agreement ability position question store.,2023-09-12
1280,34,222,3,Create else language marriage let must.,2024-02-08
1281,40,288,1,Teacher late walk nature charge notice treat.,2024-10-09
1282,44,271,5,Article wonder wife one opportunity wide thus throughout Congress American describe test.,2024-05-04
1283,13,162,3,Authority various fish subject direction home design.,2024-04-22
1284,7,234,2,Good be development that sell raise while similar indeed.,2023-07-31
1285,11,162,1,Act short generation maybe instead college son direction central.,2022-11-20
1286,25,207,3,Dream board assume then factor share after tend important.,2023-07-27
1287,38,72,2,Be lawyer another now house no least wrong successful and way blue.,2023-09-07
1288,8,261,5,Crime suggest tax only campaign Republican right treat.,2022-11-18
1289,44,203,5,Blue return sound society upon including woman understand couple sea military policy.,2024-07-30
1290,29,40,1,Skin husband contain officer can campaign political mention development.,2022-11-18
1291,33,111,2,Worry senior computer under once save space score keep TV kitchen.,2023-02-17
1292,22,90,5,Develop various movie up still including like once challenge plan project especially.,2023-11-14
1293,14,156,1,Whole scientist detail ok finally statement store require better every weight seven others.,2023-05-24
1294,12,280,2,Pay low such into rock kitchen station federal attorney care whether care address.,2023-01-20
1295,3,189,2,Bank final space a sport build.,2022-12-12
1296,39,260,5,Fly seem teach challenge stuff more like want difference contain through surface sister.,2023-08-19
1297,15,235,1,Under same to chair discover analysis answer politics fine happy push would.,2023-11-18
1298,41,153,1,Me change home officer week answer west place become serve truth.,2024-03-29
1299,27,223,3,Until too early little yeah beautiful.,2023-05-04
1300,13,133,2,Certainly story power help listen result dream later defense sing task discussion.,2024-09-15
1301,16,282,4,Week difference ago there feeling child leave not bring above simply painting.,2023-01-31
1302,21,175,3,Eye hold above wear learn Mrs become fast fall prevent each positive.,2023-07-25
1303,7,139,3,Late such manager red man down speech.,2022-12-30
1304,43,213,1,Data middle though green arm citizen admit conference water fact.,2024-04-13
1305,41,51,2,Upon possible beyond step television activity.,2023-12-13
1306,4,147,2,Whose table toward property ever benefit short during word.,2023-01-27
1307,46,287,2,Realize sense financial special up simple effort pay event nearly better of product.,2024-04-25
1308,33,291,2,Data international clearly scientist town toward notice.,2023-11-17
1309,22,181,3,By yeah challenge determine care push.,2023-08-04
1310,26,184,5,Guy line physical large learn bit claim tree idea religious arrive.,2024-04-22
1311,5,202,1,Shoulder specific international hold describe six land bar.,2024-06-13
1312,12,39,1,Ok Congress form deep company popular particularly identify state.,2024-10-01
1313,21,180,4,Now east present already capital direction difficult.,2024-02-23
1314,19,91,1,Will lawyer TV television open few animal subject really.,2023-11-15
1315,45,159,3,Fight forget final know room admit side order.,2024-05-16
1316,39,148,3,West about newspaper today customer ready thought already.,2024-02-16
1317,20,296,1,Whole building second able young culture service perform determine most.,2024-07-26
1318,42,210,5,Level speak all question hope play present.,2024-03-30
1319,20,63,3,Me half be cut about civil meet beautiful garden style price safe.,2023-06-20
1320,47,280,5,Easy tend energy walk talk sell country.,2023-05-22
1321,24,183,5,Standard final half consider alone age address.,2023-10-22
1322,26,278,2,Guy talk girl community baby glass ten.,2023-08-10
1323,21,172,1,Program assume likely eight every movie.,2023-07-05
1324,6,42,5,Ten beat wind set myself hold subject.,2023-02-22
1325,7,49,5,Expect contain crime own true discussion.,2023-03-18
1326,17,89,1,Along difference strategy share floor role hear list central record dinner.,2023-04-25
1327,7,142,3,Member front happy serious audience mention early little within voice lay bad include.,2024-06-29
1328,24,179,4,Enter book center tax air put.,2024-09-10
1329,40,135,4,Direction least majority early site glass blood argue necessary team agree anyone.,2023-11-16
1330,35,107,4,Message investment single wife peace face investment picture trade but surface.,2024-02-08
1331,29,2,1,Mention administration few successful newspaper coach page cut natural total final.,2023-12-14
1332,26,215,3,Result guy according huge candidate address however I.,2024-04-19
1333,16,264,2,Material base fish figure seem what play participant receive exist fight.,2023-02-01
1334,36,213,5,Huge think because represent pressure just she call or.,2024-10-03
1335,5,156,4,Usually method difficult room suffer city vote alone skin.,2024-08-02
1336,22,177,1,Firm market speech across environment believe nothing the child adult event production.,2023-09-13
1337,21,81,3,Dream particular manager season catch yard simply something majority serve.,2023-05-24
1338,15,212,5,Performance clear court seat account writer general concern dog various keep.,2024-02-16
1339,50,104,1,What left all religious music police hard instead research professor.,2024-07-22
1340,25,281,4,Congress interesting camera hair rather run probably politics most opportunity.,2024-06-19
1341,20,284,3,Three game trial certain tonight action machine remember true standard outside guy participant.,2023-06-26
1342,44,227,1,Eight sister blood behavior family economic science out anything.,2023-05-18
1343,41,53,3,Later knowledge Democrat actually style government media term free area clear.,2024-09-21
1344,47,165,2,Money expert food player party for agree.,2023-07-15
1345,31,188,3,Understand either material why chair ready actually partner as seem cold prepare.,2023-11-02
1346,17,22,4,Itself all newspaper could speak show of try great section.,2024-09-14
1347,25,116,5,Professor collection movement out recently either scientist former.,2024-08-28
1348,35,239,5,Eye successful life sport compare eat she about time wear.,2022-12-17
1349,20,160,3,Season memory particularly clearly argue table television.,2024-01-10
1350,30,54,2,Long former citizen audience ground unit like.,2022-11-13
1351,7,280,1,Type detail environment hard type effect paper product answer event relationship science.,2024-09-14
1352,29,55,4,Fly week produce there work benefit area.,2023-10-05
1353,22,201,5,Read contain low instead stuff billion such out must hope.,2023-06-12
1354,50,288,5,Key company control authority thus as air mind enough weight social.,2024-08-24
1355,31,232,3,Create gun few offer wish employee military during guy red.,2024-09-06
1356,13,205,4,Lot pull share really system well music child sure himself.,2024-06-24
1357,41,276,3,Light through worker whatever these forward.,2023-12-15
1358,7,23,4,Able local reach later Mrs investment answer.,2024-04-11
1359,31,55,4,Certain one become half protect decision fact hot together card doctor.,2024-05-18
1360,42,44,2,Eat child happy if someone finally voice candidate middle see free.,2023-03-21
1361,22,79,2,Property military nor support right ask agency finish side.,2024-08-12
1362,10,111,2,Partner five everybody material part mention hope.,2024-02-26
1363,3,45,4,Allow executive themselves minute paper nor other once natural worry officer their something.,2023-05-30
1364,14,43,3,Skill return director likely apply billion concern hold.,2023-01-15
1365,44,247,5,Material ground energy avoid sell operation indeed at add question Mr between pattern.,2023-06-24
1366,40,81,2,Mention without all beautiful again want down cup necessary look house statement especially glass.,2023-02-02
1367,35,208,3,Easy wear form put current school under.,2024-09-13
1368,16,29,1,My weight anything win might together reflect effect.,2024-08-05
1369,21,235,4,Indeed set car population single good nice successful throw what list officer.,2023-08-09
1370,6,245,1,Population fire fear current phone state last explain speech talk.,2024-06-12
1371,32,189,3,Citizen visit evidence sort act star investment world card quite include or.,2024-02-28
1372,18,56,2,Participant hundred mouth participant hit from office suffer catch view.,2023-11-29
1373,17,276,5,By strategy shoulder bed result head speak realize eat energy.,2023-01-06
1374,13,197,3,Site international recent fish page station letter.,2022-12-23
1375,10,102,2,Get former matter eye admit final event choose while fund able shoulder live.,2023-01-13
1376,1,180,3,Quite billion popular way production industry.,2023-06-05
1377,25,34,1,Strong board agent you hair interest garden career official think.,2023-10-02
1378,4,205,2,Reach bit common discover sing or memory teach middle half mention.,2023-08-02
1379,40,118,1,Well major federal several fine fish leave find forward education foreign ground.,2024-08-09
1380,45,157,2,Project positive teacher main wear card.,2023-01-12
1381,5,103,1,Both both himself scene know offer international.,2023-06-25
1382,3,193,1,Discuss issue end side television sell unit live training front necessary ready these.,2024-07-04
1383,2,16,4,Go team maintain window before its notice ok hold natural subject us.,2023-06-23
1384,3,193,5,Former certain born value voice forget team little article moment.,2023-12-18
1385,43,147,1,Us where could sea often whose force clearly shake set.,2024-06-18
1386,35,232,5,Color culture job theory himself per school citizen final certain fund.,2023-07-14
1387,33,247,5,Available buy behind condition main PM maybe suggest direction.,2023-03-09
1388,29,44,2,None give small no range risk line.,2024-08-31
1389,39,139,2,Understand identify now rock affect step choose.,2024-07-14
1390,31,207,4,Modern happy war ten forward movement cultural chair room.,2023-05-04
1391,21,141,1,Health when include maybe position hard.,2024-05-20
1392,29,206,4,Red decide art anything long best what rule relate event.,2023-07-03
1393,5,251,3,Few early likely garden marriage future affect get dark itself follow news modern should.,2024-04-03
1394,40,55,2,Simple TV nearly quality share option agent gas meet paper.,2024-05-14
1395,8,260,3,Charge author task gas level effort be instead.,2024-06-23
1396,40,76,4,Newspaper road nor force Mr around sort you authority southern cup form.,2024-01-04
1397,10,167,5,Student message something pay fear interview company accept eye suggest wife.,2024-03-01
1398,31,37,4,Various eat over determine amount carry million service these energy record.,2024-10-10
1399,20,122,5,Suddenly lot possible decade break ground join.,2023-12-02
1400,10,294,4,From resource real while wife even story.,2024-03-19
1401,17,268,1,Republican entire ahead contain visit tell news phone others rock your nice similar.,2023-03-18
1402,8,242,1,Person size several return major carry people.,2024-09-05
1403,26,204,5,Their sell the need fish last candidate improve plan area major ever contain.,2023-10-17
1404,17,196,4,Evidence wife system citizen standard rather yes glass everything study.,2023-07-02
1405,30,175,1,Entire list get smile land vote task bed.,2024-09-05
1406,12,160,5,Body drug spend raise such bill him story.,2024-06-20
1407,29,254,2,Dream couple parent wife service nation imagine statement describe defense from.,2023-01-30
1408,5,169,1,Card soldier detail spring expert ground question whether statement recognize light simply today.,2024-07-19
1409,25,19,5,Air forget heart hear recent continue economy suggest management.,2023-04-01
1410,39,106,3,Them professor challenge happy high current.,2023-06-11
1411,16,67,5,Ok staff own rate throughout somebody entire listen project.,2023-10-31
1412,23,158,3,Television boy simply performance possible sister investment.,2023-03-17
1413,15,170,3,History blue onto work enter drop street.,2024-03-31
1414,31,206,1,Close scientist research my newspaper term see senior somebody whatever seek kind second.,2024-04-27
1415,44,198,3,Need small throw discuss security bring dinner however yard another.,2023-04-18
1416,27,77,5,Station black news tree south only dog while certain.,2023-10-12
1417,5,55,2,Specific successful skin society piece behind prevent during scene stay.,2024-05-10
1418,8,115,3,Mr three support ok finally school wear military heart job reality us.,2024-09-10
1419,40,159,4,Face during big area type first dog same scientist spring.,2023-07-31
1420,29,248,5,Democrat prove want field compare yard miss.,2022-12-05
1421,38,203,4,White firm generation why hope expert order magazine option sport office billion best.,2023-01-29
1422,42,166,3,Simple democratic effort cold discuss strategy television must trade trial time single.,2023-04-09
1423,23,126,2,After full more result allow top might sister.,2022-12-06
1424,33,284,3,Situation or follow national interview protect answer.,2024-09-12
1425,16,73,5,Across gun operation summer place kind reveal party purpose sure program defense beat.,2024-08-31
1426,34,192,2,White case day window same name full scene every painting agreement about hospital.,2024-02-07
1427,18,37,3,Right all according be scientist group last.,2024-05-21
1428,22,278,1,Mr religious upon eight particularly value down.,2024-05-28
1429,43,41,5,Doctor prepare speech white couple attention loss.,2024-07-11
1430,34,187,3,Into perform figure campaign religious challenge account nation car letter with.,2024-08-23
1431,32,294,3,Box market high evening brother they town inside seat when.,2024-04-28
1432,37,48,5,Material music series strategy brother without how.,2024-08-31
1433,13,202,1,Not floor majority talk popular pressure then whom from black.,2023-02-27
1434,7,173,1,Off perform decision two address work heavy produce news prevent.,2023-03-13
1435,8,14,3,Him despite run hit article represent better picture herself push member.,2024-05-26
1436,43,139,1,Leader particularly Democrat the call get suffer although.,2023-02-04
1437,41,280,5,Its study owner little movement reason pass person design cultural idea.,2024-01-19
1438,19,131,3,Tell many letter face plant ago life.,2023-02-16
1439,10,19,4,Early father test finish difference able item dinner whole pass line.,2023-07-08
1440,1,12,5,Receive model cultural health way practice of speech hot have recently again.,2023-08-05
1441,3,267,1,Human year arrive debate door conference.,2024-01-29
1442,28,245,3,Better from win edge nor four.,2023-10-29
1443,19,99,2,Else paper debate professor eye arrive decide buy dog run role.,2024-08-18
1444,8,273,2,Pass minute best hard view once story military although local state court.,2023-12-29
1445,22,202,5,Culture series front outside public produce sister research.,2023-12-08
1446,1,49,4,Three benefit personal likely long detail decision theory.,2023-05-30
1447,2,127,3,Single yes today develop low argue vote wonder but.,2023-08-05
1448,40,11,5,Tree listen difference shoulder fall care.,2023-04-08
1449,17,245,3,Model step interview reduce chance positive lay thank interview.,2022-11-09
1450,5,54,5,Military until use budget religious poor capital edge.,2024-01-26
1451,5,148,1,Administration strategy a during economy finish ready.,2023-11-07
1452,16,290,2,Direction case blue whether home work keep receive fast total.,2023-08-27
1453,49,99,3,Later politics dark red plant one color prevent final.,2023-11-28
1454,33,33,3,How organization against accept life concern yeah view rich evening defense.,2024-10-10
1455,9,121,2,Certainly page draw seven door save chair course sense health.,2023-06-11
1456,12,232,5,Involve compare these four light year.,2023-02-27
1457,14,296,4,Edge drive gas despite party age central politics material threat maybe many purpose.,2024-06-24
1458,21,128,2,Just event beat guy effort true my.,2023-08-21
1459,19,54,2,Education same minute senior pattern staff difficult cultural.,2024-04-23
1460,21,188,4,Child make present media main modern senior make prove.,2024-09-15
1461,48,291,3,Marriage director across street prepare class assume always past.,2023-09-28
1462,3,259,1,Recent quality world agreement ahead wall back direction wrong.,2023-10-29
1463,31,38,4,Season director prevent raise quickly continue especially build.,2022-12-17
1464,43,134,4,Push be similar think admit community describe recently single music far discuss happen.,2023-05-16
1465,15,80,2,Per consumer their agent always develop close fish high wish.,2022-11-10
1466,39,61,4,From paper generation away arm live.,2024-09-01
1467,11,220,3,Right wife fish any picture heart newspaper yourself small nice decade cut eye.,2024-06-28
1468,32,217,1,Result agent center agent always son.,2024-03-07
1469,42,111,4,Author outside threat idea child officer challenge never less hope your write.,2024-08-31
1470,23,258,3,Federal world focus major writer allow evidence.,2024-05-27
1471,11,86,3,Write government general tell part heart child behind.,2023-05-30
1472,29,142,2,Girl on plan economy military boy only scientist into PM whom top easy.,2023-11-02
1473,38,202,2,Between finally civil none sometimes source record.,2024-07-29
1474,28,47,1,Defense across discussion especially since practice.,2023-05-02
1475,24,43,4,Decide drug star something source bar late always until he.,2024-09-22
1476,3,145,5,You year media fight per career.,2023-08-19
1477,18,177,5,Sport guy hear until simply issue claim.,2023-08-28
1478,50,25,4,Stop worker although standard often light detail Congress account my hold often.,2023-07-10
1479,44,236,4,General toward leave effort concern box national do see.,2022-12-01
1480,19,11,5,Reveal present something drive fact near maintain.,2024-02-09
1481,40,222,3,Like tax somebody fear enter everybody pattern garden end and only.,2024-08-01
1482,13,219,5,Style today past team like middle cup staff cover.,2023-03-14
1483,47,30,4,Identify receive heavy billion paper senior personal.,2023-10-03
1484,10,45,4,Task peace blue find music experience walk.,2022-11-17
1485,3,103,3,More data cultural work seem situation machine history west culture care card.,2024-05-19
1486,10,229,4,Couple happy successful evening nearly national maybe.,2023-08-21
1487,32,15,1,Audience difficult number couple view feeling pressure.,2024-03-13
1488,17,113,1,Tell many coach mouth economic might child white contain wonder safe.,2023-11-01
1489,50,280,5,Little surface woman court teacher lawyer my.,2023-12-06
1490,29,131,4,Majority reveal management firm begin make identify own hold under when.,2023-06-28
1491,9,52,3,Skill thought seek save over very third since great need fine.,2024-07-15
1492,31,24,2,People bed one control sometimes matter different officer power away.,2024-10-12
1493,49,36,4,Prove plan also small whatever city water.,2024-04-28
1494,1,67,4,Garden memory require easy answer standard pretty decide agree their fund that.,2022-10-31
1495,37,215,2,Address spend pay deal word hold.,2023-10-15
1496,43,113,5,Together front charge often consider appear.,2023-03-29
1497,27,193,5,Question voice defense particular now inside black.,2024-09-05
1498,48,8,2,Fear operation hour type top south at home technology.,2022-11-30
1499,27,103,1,Condition institution where majority process benefit leader development.,2023-06-23
1500,24,30,2,Early soldier from add hospital wait actually couple across politics myself.,2023-07-21
